name,brand,image_link,features,price,certificate_reps,product_type,content_by_ethos,certificates,packaging_type,ingredients,rating,url
"Organic Calming Chamomile Toning Moisturiser, 100 ml",PURE SKIN FOOD,"https://ec.nice-cdn.com/upload/image/product/large/default/79338_f932e905.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98094_deee94d5.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/79338_f932e905.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98094_deee94d5.128x128.jpg","For irritated, congested & dry skin,Moisturising care,Versatile in use","€ 16,99","Unisex,Vegan",,"Alcohol-free ,     Minimal plastic packaging,     Unisex,     Vegan",,"Glass,     Spray bottle",Chamomilla Recutita Flower Water (Real Chamomile Hydrosol),"4,2",https://www.ecco-verde.com/pure-skin-food/toning-moisturiser-calming-chamomile
"Organic Bubble Bath Balls, Lavender (50 g)",Bademeisterei,https://ec.nice-cdn.com/upload/image/product/large/default/58704_ac6e31db.256x256.jpg,"For all skin types,Lipid-replenishing & conditioning,Pleasant scent","€ 3,99","Austria Bio Garantie,Unisex,Vegan",Bath additives,"Unisex,     Vegan","Austria Bio Garantie,Vegan - Uncertified ",,"Sodium Bicarbonate,citricacid,,Zea mays (corn) starch,,sodium cocoyl isethionate,Lavandula hybrida flower extract,Lavandula Angustifolia (Lavender) Oil,Linalool,Geraniol","3,9",https://www.ecco-verde.com/bademeisterei/organic-bubble-bath-balls
"Organic Chamomile Shampoo for Kids, 250 g",Eliah Sahil,https://ec.nice-cdn.com/upload/image/product/large/default/65765_d7bba829.256x256.jpg,"Mild on the skin,With selected plant essences,Refillable container","€ 19,99","Austria Bio Garantie,Vegan","Baby & Kids ,     Shampoos","Alcohol-free ,","Austria Bio Garantie,Vegan - Uncertified ",,"Solum Fullonum,Acacia Concinna Fruit Powder,sapindus mukorossi shell powder,Emblica Officinalis Fruit Powder,terminalia bellirica fruit powder,Terminalia Chebula Fruit Powder,aloe barbadensis leaf extract powder,Chamomilla recutita flower powder,croton lechleri resin powder","4,4",https://www.ecco-verde.com/eliah-sahil-beauty/organic-chamomile-shampoo-for-kids
"Organic White Chocolate Body Mousse Magnolia, 100 ml",PURE SKIN FOOD,"https://ec.nice-cdn.com/upload/image/product/large/default/93425_59bd2626.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98105_5b02bfb2.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/93425_59bd2626.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98105_5b02bfb2.128x128.jpg","Pampers dry & damaged skin,Moisturizing & regenerating effect,Wraps the skin in a warm chocolate & vanilla scent,For a comforting, silk-soft skin feel","€ 34,99",Vegan,Body Care,"Minimal plastic packaging,     Vegan",,"Glass,     Jar","Butyrospermum Parkii Butter (Sheabutter),,Cocos Nucifera oil (Coconut Oil),Argania Spinosa Kernel Oil (Argan Oil),Prunus Amygdalus Dulcis Oil,Helianthus Annuus (Sunflower) Hybrid Oil,Vitis Vinifera Seed Oil,Rosmarinus Officinalis (Rosemary) Leaf Extract,Vanilla Planifolia Bean Extract (Vanilla Extract),Magnolia Biondii Flower Extract,Perfume (Essential Oils)","4,5",https://www.ecco-verde.com/pure-skin-food/white-chocolate-body-mousse-magnolia
"Organic Swiss Stone Pine, 5 ml",farfalla,https://ec.nice-cdn.com/upload/image/product/large/default/5448_7ebd813a.256x256.jpg,"Woody scent,Pleasant & purifies the air,For a clear head & mind","€ 7,99","Austria Bio Garantie,Vegan","Essential Oils,",Vegan,"Austria Bio Garantie,Vegan - Uncertified ",,,"3,8",https://www.ecco-verde.com/farfalla/organic-swiss-pine
"Organic Loose Peppermint Tea, 50 g",Sonnentor,"https://ec.nice-cdn.com/upload/image/product/large/default/125626_253b98a6.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/68842_a0ef54d1.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/125626_253b98a6.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/68842_a0ef54d1.128x128.jpg","Refreshing taste,Slightly cooling,Ideal after a heavy meal","€ 4,29","Austria Bio Garantie,EU Organic Logo ,Vegan",Tea & Accessories,Vegan,"Austria Bio Garantie,EU Organic Logo ,Vegan - Uncertified ",,,"4,5",https://www.ecco-verde.com/sonnentor/organic-loose-peppermint-tea
"Organic Aunt Trudls Apple Strudel Tea, 45 g",Sonnentor,https://ec.nice-cdn.com/upload/image/product/large/default/125627_611592cf.256x256.png,"Wonderfully sweet cinnamon flavour,Fruity, apple scent,With vanilla and apple pieces","€ 4,49","EU Organic Logo ,Vegan",Tea & Accessories,Vegan,"EU Organic Logo ,Vegan - Uncertified ",,,"4,3",https://www.ecco-verde.com/sonnentor/organic-aunt-trudls-apple-strudel-tea
"Organic Coconut Hibiscus Shower Powder, 10 g",Eliah Sahil,https://ec.nice-cdn.com/upload/image/product/large/default/110620_8c84a8dc.256x256.png,"Suitable for dry skin,Refreshing & soothes,Sweet, fresh scent","€ 2,99","Austria Bio Garantie,Gluten-free,Unisex,Vegan",Body Cleansing,"Alcohol-free ,     Gluten-free,","Austria Bio Garantie,Vegan - Uncertified ",,"solum fullonum (from india),Acacia Concinna Fruit Powder,sapindus mukorossi shell powder,Emblica Officinalis Fruit Powder,fuller’s earth (solum diatomeae from germany),terminalia bellirica fruit powder,Terminalia Chebula Fruit Powder,,,Xanthan Gum,Parfum (Fragrance),saponaria officinalis root powder,Linalool","2,8",https://www.ecco-verde.com/eliah-sahil-beauty/organic-coconut-hibiscus-shower-powder
"Organic AOX® OPC Supplements, 224 tablets",dieNikolai,https://ec.nice-cdn.com/upload/image/product/large/default/117643_bf2e33a0.256x256.png,"Supports the whole body,No capsule shell & no fillers,Recyclable glass packaging","€ 49,49","Austria Bio Garantie,Demeter,EU Organic Logo ,Vegan",,"Minimal plastic packaging,     Vegan","Austria Bio Garantie,Demeter,EU Organic Logo ,Vegan - Uncertified ",,,"5,0",https://www.ecco-verde.com/dienikolai/organic-aox-opc-supplements
"Organic Sensitive Shower Powder, 90 g",Eliah Sahil,https://ec.nice-cdn.com/upload/image/product/large/default/73768_b067d1d4.256x256.png,"Suitable for sensitive skin,pH-neutral & mild formula,Delicate lather formation","€ 10,49","Austria Bio Garantie,Gluten-free,Unisex,Vegan",Body Cleansing,"Alcohol-free ,     Gluten-free,","Austria Bio Garantie,Vegan - Uncertified ",In a resealable bag,"solum fullonum (from india),Acacia Concinna Fruit Powder,sapindus mukorossi shell powder,Emblica Officinalis Fruit Powder,fuller’s earth (solum diatomeae from germany),terminalia bellirica fruit powder,Terminalia Chebula Fruit Powder,,Arthrospira platensis extract,,Xanthan Gum,saponaria officinalis root powder","4,0",https://www.ecco-verde.com/eliah-sahil-beauty/organic-sensitive-shower-powder
"Organic Guarana Shampoo, 250 g",Eliah Sahil,https://ec.nice-cdn.com/upload/image/product/large/default/65771_bc8e1fcc.256x256.jpg,"For hair loss & fine hair,Invigorating & strengthening properties,Refillable","€ 24,99","UK Vegan Society,Austria Bio Garantie,Unisex,Vegan",Shampoos,"Alcohol-free ,","UK Vegan Society,Austria Bio Garantie",,"Solum Fullonum,Acacia Concinna Fruit Powder,sapindus mukorossi shell powder,Emblica Officinalis Fruit Powder,paullinia cupana seed powder,Saponins,terminalia bellirica fruit powder,Terminalia Chebula Fruit Powder,zingiber officinalis root powder,Capsicum Frutescens (Cayenne Pepper) Powder,Parfum (Fragrance),Limonene,Geraniol","3,7",https://www.ecco-verde.com/eliah-sahil-beauty/organic-guarana-shampoo
"""Summer Rain"" Shower Gel, 200 ml",Schau auf di,https://ec.nice-cdn.com/upload/image/product/large/default/114847_0a67599c.256x256.png,"Ideal for all skin types,Creamy lather,Fresh scent","€ 14,99",Austria Bio Garantie,Body Cleansing,,Austria Bio Garantie,,",Aqua (Water),Helianthus Annuus (Sunflower) Seed Oil,Lauryl Glucoside,,Glycerin,,Xanthan Gum,citricacid,,,Parfum (Fragrance),Geraniol,Linalool,Limonene","5,0",https://www.ecco-verde.com/schau-auf-di/summer-rain-shower-gel
"Cold Weather Lip Balm, 7 ml",Schau auf di,https://ec.nice-cdn.com/upload/image/product/large/default/51327_caed12ad.256x256.png,"Prevents dryness,Shields from wind, wetness & the cold,Light consistency","€ 9,99",Austria Bio Garantie,Lip Care,"Lactose-free,     Minimal plastic packaging",Austria Bio Garantie,Jar,"Helianthus Annuus (Sunflower) Seed Oil,Brassica Campestris (Rapeseed) Seed Oil,,,,Parfum (Fragrance),Geraniol,Linalool","5,0",https://www.ecco-verde.com/schau-auf-di/cold-weather-lip-balm
"Salt Peeling with Rosemary, 500 g",Tiroler Kräuterhof,https://ec.nice-cdn.com/upload/image/product/large/default/2318_7d4a15b2.256x256.jpg,"For the skin and aura,Ideal for after the sauna,1-2 weekly","€ 24,99",Austria Bio Garantie,Body Scrubs,,Austria Bio Garantie,"Bottle,     Jar","Sodium chloride,Parfum (Fragrance),Limonene,Geraniol,Linalool","4,2",https://www.ecco-verde.com/tiroler-kraeuterhof/salt-peeling-with-rosemary
"Organic Dental Oil for Healthy Gums & Teeth, 30 ml",PURE SKIN FOOD,"https://ec.nice-cdn.com/upload/image/product/large/default/88264_a957211f.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98106_a866bd31.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/88264_a957211f.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/98106_a866bd31.128x128.jpg","For strong teeth & healthy gums,Fights bacteria & plaque,Promotes healing,For a great fresh feeling","€ 5,99","Unisex,Vegan",,"Fluoride-free ,     Minimal plastic packaging,     Unisex,     Vegan",,"Bottle,     Glass",",Olea Europaea Fruit Oil,Nigella Sativa Seed Oil,Calendula Officinalis Extract,Rosmarinus Officinalis (Rosemary) Leaf Extract,Perfume (Essential Oils),Geraniol,Limonene,Linalool,Cinnamal","4,0",https://www.ecco-verde.com/pure-skin-food/tooth-oil-for-oil-pulling
"Natural Lipliner, Brown (1,13 g)",benecos,"https://ec.nice-cdn.com/upload/image/product/large/default/27729_6334276f.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/93566_238db387.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/963_e4c8af86.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/27729_6334276f.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/93566_238db387.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/963_e4c8af86.128x128.jpg","Helps correct the shape of your lips,Longer lasting lipstick wear,With precious beeswax and vitamin E","€ 2,99",Unisex,Make-up,Unisex,,Sleeve,"Mica,hydrogenated palm kernel glycerides,,hydrogenated castor oil,Hydrogenated Palm Glycerides,CI 77491 (Iron Oxide),CI 75470 (Carmine),Iron Oxide (CI 77492),CI 77499 (Iron Oxide),Tocopheryl Acetate","4,2",https://www.ecco-verde.com/benecos/natural-lipliner
"Herbal Hair Color Mahogany Red, 100 g",SANTE Naturkosmetik,https://ec.nice-cdn.com/upload/image/product/large/default/149632_97d5a058.256x256.jpg,"For light blonde to dark brown hair,Also suitable for grey hair coverage,Provides silky shine,Without peroxides or ammonia","€ 7,99","NaTrue,Gluten-free,Vegan",,"Gluten-free,     Vegan","NaTrue,Vegan - Uncertified ",,"Henna,indigofera tinctoria leaf powder,Beta Vulgaris (Beet) Root Powder,Betaine,Lawsonia Inermis Leave Extract (Henna),Arginine,Squalane,Maltodextrin,Algin,Aqua (Water)","4,2",https://www.ecco-verde.com/sante/herbal-hair-color-mahogany-red
"Natural Eyeliner, Black (1,13 g)",benecos,"https://ec.nice-cdn.com/upload/image/product/large/default/114785_19836778.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/1501_a61aed9a.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/114785_19836778.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/1501_a61aed9a.128x128.jpg","With precious wax & vitamin E,Talc free & without perfume,For an intense look","€ 2,99",,Make-up,,,Sleeve,"Hydrogenated Jojoba Oil,Mica,Cotton Seed Oil,,Glyceryl Caprylate,CI 77499 (Iron Oxide)","4,2",https://www.ecco-verde.com/benecos/natural-kajal
"Natural Lipstick, Pink honey (4,50 g)",benecos,https://ec.nice-cdn.com/upload/image/product/large/default/101020_46cdba43.256x256.png,"Wonderfully creamy,Conditioning properties,High-quality waxes & oils,Available in various shades","€ 4,99",,Make-up,,,Sleeve,",,Isoamyl Laurate,,,Parfum (Fragrance),Helianthus Annuus (Sunflower) Seed Oil,Talc,Rosmarinus Officinalis (Rosemary) Leaf Extract,Limonene,Linalool,CI 77491 (Iron Oxide),CI 75470 (Carmine),CI 77499 (Iron Oxide),Iron Oxide (CI 77492)","3,9",https://www.ecco-verde.com/benecos/natural-lipstick
"Kajal, 007 Rich Loam (3 g)",soultree,"https://ec.nice-cdn.com/upload/image/product/large/default/44377_2e094e00.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/44378_e531ab7e.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/44377_2e094e00.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/44378_e531ab7e.128x128.jpg","With organic ghee,Made using an Ayurvedic formula,Available in various shades,Without parabens & cruelty-free","€ 15,99",Unisex,Make-up,"Ayurveda ,     Unisex",,,"Isoamyl Laurate,,Butyrum (Clarified Butter),garcinia indica seed butter,Prunus Dulcis (Sweet Almond) oil,","4,2",https://www.ecco-verde.com/soul-tree/kajal-2
"HAPPINESS Organic Orange & Mango Shower Gel, 200 ml",SANTE Naturkosmetik,"https://ec.nice-cdn.com/upload/image/product/large/default/66430_106104e0.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/66431_0aaad1fa.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/66430_106104e0.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/66431_0aaad1fa.128x128.jpg","Gently cleansing,Protects from dryness,Perfect for daily use,Vegan, gluten free & lactose free","€ 4,29","NaTrue,Gluten-free,Vegan",Body Cleansing,"Gluten-free,     Lactose-free,     Vegan","NaTrue,Vegan - Uncertified ",,"Aqua (Water),Sodium Coco-Sulfate,Lauryl Glucoside,,Parfum (Fragrance),Glyceryl Oleate,Glycerin,Maris Sal (sea Salt),Citrus Aurantium Dulcis (Orange) Peel Oil,,citricacid,Disodium Cocoyl Glutamate,Sodium Cocoyl Glutamate,Levulinic Acid,P-Anisic Acid,sodium levulinate,Betaine,,PCA Ethyl Cocoyl Arginate,Limonene,Linalool,Geraniol","4,6",https://www.ecco-verde.com/sante/happiness-organic-orange-mango-shower-gel
"Neutral Gel Toothpaste, 75 ml",lavera,"https://ec.nice-cdn.com/upload/image/product/large/default/126987_d025634a.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/126988_292be5cc.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/126989_da07c05f.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/126987_d025634a.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/126988_292be5cc.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/126989_da07c05f.128x128.jpg","For sensitive gums,Free from fluoride & phosphate,Compatible with homeopathy","€ 4,39","NaTrue,UK Vegan Society,Gluten-free,Vegan",,"Free from titanium dioxide,     Gluten-free,     Vegan","NaTrue,UK Vegan Society",Tube,"Aqua (Water),Hydrated Silica,Xylitol,Glycerin,Disodium Cocoyl Glutamate,,Chamomilla Recutita (Matricaria) Flower Extract,Xanthan Gum,Sodium Cocoyl Glutamate,Maris Sal (sea Salt),Carvone,Sodium hydroxide,Ci 75810 (Chlorophyllin-Copper Complex)","4,2",https://www.ecco-verde.com/lavera/neutral-tooth-gel
"18in1 Natural Cherry Blossom Soap, 60 ml",Dr. Bronner's,https://ec.nice-cdn.com/upload/image/product/large/default/52526_a4e19b0f.256x256.png,"For all skin types,Vegan,Biodegradable",,"NaTrue,UK Vegan Society,USDA Organic,Unisex",Soaps,Unisex,"BDIH,NaTrue,UK Vegan Society,USDA Organic","Bottle,     Bulk size","Aqua (Water),Potassium Cocoate,Potassium Palm Kernelate,Potassium Olivate,Glycerin,Parfum (Fragrance),Potassium Hempate,Potassium Jo­jobate,Citric Acid,Tocopherol (Vitamin E),Helianthus Annuus (Sunflower) Seed Oil,Linalool","3,9",https://www.ecco-verde.com/dr-bronners-magic-soaps-all-one/18in1-natural-cherry-blossom-soap
"Intimate Wash Gel for Men No. 28, 250 ml",Bioturm,https://ec.nice-cdn.com/upload/image/product/large/default/161370_f66bb04c.256x256.png,"Promotes the balance of the intimate flora,Soothes irritated skin,Very mild","€ 10,99",,"Men's Cosmetics ,     Intimate Hygiene Care",,,Bottle,"Aqua (Water),Sodium Coco-Sulfate,Lac,Inulin,Sodium Caproyl/lauroyl Lactyl Lactate,Chamomilla Recutita (Matricaria) Flower Extract,,Parfum (Fragrance),Glycerin,Limonene","4,6",https://www.ecco-verde.com/bioturm/intimate-wash-gel-for-men
"Eyebrow Designer, Brown (1,13 g)",benecos,https://ec.nice-cdn.com/upload/image/product/large/default/1541_35a96795.256x256.jpg,"For a natural swing,Tames eyebrows,BDIH-certified","€ 2,99",Vegan,Make-up,Vegan,Vegan - Uncertified ,Sleeve,"hydrogenated palm kernel glycerides,Talc,Mica,hydrogenated vegetable oil,Cotton Seed Oil,Hydrogenated Palm Glycerides,,CI 77499 (Iron Oxide),Iron Oxide (CI 77492),CI 77491 (Iron Oxide)","4,4",https://www.ecco-verde.com/benecos/eyebrow-designer
Silver Deo Intensive No. 37 Duo,Bioturm,https://ec.nice-cdn.com/upload/image/product/large/default/24370_55475cbb.256x256.jpg,"Antibacterial and intensive effects,Long-lasting effectiveness,Fresh scent,Vegan",,Vegan,,Vegan,Vegan - Uncertified ,Bottle,"Aqua (Water),Ammonium Alum (Alun),Glycerin,Silver Citrate,Triethylcitrate,citricacid,Sclerotium Gum (Amigel),Parfum (Fragrance),Limonene,Linalool","4,3",https://www.ecco-verde.com/bioturm/silber-deo-intensive-duo
"Intimate Cleansing Gel No. 26, 250 ml",Bioturm,https://ec.nice-cdn.com/upload/image/product/large/default/161406_17e0d9be.256x256.png,"Natural protection of the genital flora,With lacto intensive active complex,Chamomile and Calendula have soothing effects,pH value 4,6","€ 10,99",,Intimate Hygiene Care,pH neutral,,Bottle,"Aqua (Water),Whey (Molke),Glycerin,Sodium Coco-Glucoside Tartrate,Decyl glucoside,Glyceryl Oleate,,Chamomilla Recutita (Matricaria) Flower Extract,,Xanthan Gum","4,4",https://www.ecco-verde.com/bioturm/intimate-cleansing-gel
"Organic Lavender Hand Sanitizer Spray, 60 ml",Dr. Bronner's,"https://ec.nice-cdn.com/upload/image/product/large/default/122643_1e833d38.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/122644_50bebd78.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/122643_1e833d38.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/122644_50bebd78.128x128.jpg","Suitable for all skin types,Reliable purifying action,Suitable for surfaces","€ 7,99","NaTrue,UK Vegan Society,Unisex,Vegan",Hand Care,"Contains alcohol ,     Unisex,     Vegan","NaTrue,UK Vegan Society",Spray bottle,"62&nbsp%&nbspAlcohol,Aqua (Water),Glycerin,lavandula angustifolia oil,Coumarin,Geraniol,Limonene,Linalool","4,6",https://www.ecco-verde.com/dr-bronners-magic-soaps-all-one/organic-lavender-hand-sanitizing-spray
"Natural Mineral Powder Translucent, 6 g",benecos,"https://ec.nice-cdn.com/upload/image/product/large/default/123898_5c53c99a.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/123899_10cc072c.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/123898_5c53c99a.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/123899_10cc072c.128x128.jpg","Suitable for all skin types,Ensures a perfect complexion,Does not dry out the skin","€ 5,99",Vegan,Make-up,Vegan,"BDIH,Vegan - Uncertified ",Jar,"Mica,Zea mays (corn) starch,Silica,Magnesium Stearate,,Glyceryl Caprylate,Helianthus Annuus (Sunflower) Seed Oil","4,3",https://www.ecco-verde.com/benecos/natural-mineral-powder-translucent
